catalog_number,site_code,site_name,investigator_id,year_collected,month_collected,day_collected,start_year_collected,start_month_collected,start_day_collected,end_year_collected,end_month_collected,end_day_collected,sampling_method,phylum,class,order,family,scientific_name,japanese_name,standard_length,wet_weight,sex,remarks
MOT-LK-CNZFFSLWW0000436,CNZ,鎮西湖,mem2022LKCNZ_FF,2022,12,2,2022,12,1,2022,12,2,定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Opsariichthys platypus,オイカワ,29.0,0.3,,
MOT-LK-CNZFFSLWW0000437,CNZ,鎮西湖,mem2022LKCNZ_FF,2022,12,2,2022,12,1,2022,12,2,定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Pseudorasbora parva,モツゴ,71.0,5.9,,
MOT-LK-CNZFFSLWW0000438,CNZ,鎮西湖,mem2022LKCNZ_FF,2022,12,2,2022,12,1,2022,12,2,定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Pseudorasbora parva,モツゴ,34.5,0.6,,
MOT-LK-INWFFSLWW0000001,INW,猪苗代湖,mem2019LKINW_FF,2019,6,26,2019,6,26,2019,6,27,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Rhinogobius sp. OR,トウヨシノボリ類,34.0,0.8,,St.1-2
MOT-LK-INWFFSLWW0000002,INW,猪苗代湖,mem2019LKINW_FF,2019,6,26,2019,6,26,2019,6,27,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Rhinogobius sp. OR,トウヨシノボリ類,33.0,0.7,,St.1-2
MOT-LK-INWFFSLWW0000003,INW,猪苗代湖,mem2019LKINW_FF,2019,6,26,2019,6,26,2019,6,27,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Rhinogobius sp. OR,トウヨシノボリ類,28.0,0.3,,St.1-2
MOT-LK-INWFFSLWW0000004,INW,猪苗代湖,mem2019LKINW_FF,2019,6,26,2019,6,26,2019,6,27,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Rhinogobius sp. OR,トウヨシノボリ類,26.0,0.2,,St.1-2
MOT-LK-INWFFSLWW0000005,INW,猪苗代湖,mem2019LKINW_FF,2019,6,26,2019,6,26,2019,6,27,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Rhinogobius sp. OR,トウヨシノボリ類,26.0,0.3,,St.1-2
MOT-LK-INWFFSLWW0000006,INW,猪苗代湖,mem2019LKINW_FF,2019,6,26,2019,6,26,2019,6,27,タモ網・投網,脊索動物門,硬骨魚綱,サケ目,キュウリウオ科,Hypomesus nipponensis,ワカサギ,69.0,2.6,,St.1-2
MOT-LK-INWFFSLWW0000007,INW,猪苗代湖,mem2019LKINW_FF,2019,6,26,2019,6,26,2019,6,27,タモ網・投網,脊索動物門,硬骨魚綱,サケ目,キュウリウオ科,Hypomesus nipponensis,ワカサギ,65.0,3.0,,St.1-2
MOT-LK-INWFFSLWW0000008,INW,猪苗代湖,mem2019LKINW_FF,2019,6,26,2019,6,26,2019,6,27,タモ網・投網,脊索動物門,硬骨魚綱,サケ目,キュウリウオ科,Hypomesus nipponensis,ワカサギ,53.0,1.5,,St.1-2
MOT-LK-INWFFSLWW0000009,INW,猪苗代湖,mem2019LKINW_FF,2019,6,26,2019,6,26,2019,6,27,タモ網・投網,脊索動物門,硬骨魚綱,サケ目,キュウリウオ科,Hypomesus nipponensis,ワカサギ,64.0,2.3,,St.1-2
MOT-LK-INWFFSLWW0000010,INW,猪苗代湖,mem2019LKINW_FF,2019,6,26,2019,6,26,2019,6,27,タモ網・投網,脊索動物門,硬骨魚綱,サケ目,キュウリウオ科,Hypomesus nipponensis,ワカサギ,52.0,1.5,,St.1-2
MOT-LK-INWFFSLWW0000011,INW,猪苗代湖,mem2019LKINW_FF,2019,6,26,2019,6,26,2019,6,27,タモ網・投網,脊索動物門,硬骨魚綱,サケ目,キュウリウオ科,Hypomesus nipponensis,ワカサギ,66.0,2.8,,St.1-2
MOT-LK-INWFFSLWW0000012,INW,猪苗代湖,mem2019LKINW_FF,2019,6,26,2019,6,26,2019,6,27,タモ網・投網,脊索動物門,硬骨魚綱,サケ目,キュウリウオ科,Hypomesus nipponensis,ワカサギ,82.0,6.2,,St.1-2
MOT-LK-INWFFSLWW0000013,INW,猪苗代湖,mem2019LKINW_FF,2019,6,26,2019,6,26,2019,6,27,タモ網・投網,脊索動物門,硬骨魚綱,サケ目,キュウリウオ科,Hypomesus nipponensis,ワカサギ,73.0,3.6,,St.1-2
MOT-LK-INWFFSLWW0000014,INW,猪苗代湖,mem2019LKINW_FF,2019,6,26,2019,6,26,2019,6,27,タモ網・投網,脊索動物門,硬骨魚綱,サケ目,キュウリウオ科,Hypomesus nipponensis,ワカサギ,51.0,1.2,,St.1-2
MOT-LK-INWFFSLWW0000015,INW,猪苗代湖,mem2019LKINW_FF,2019,6,26,2019,6,26,2019,6,27,タモ網・投網,脊索動物門,硬骨魚綱,サケ目,キュウリウオ科,Hypomesus nipponensis,ワカサギ,62.0,2.5,,St.1-2
MOT-LK-INWFFSLWW0000016,INW,猪苗代湖,mem2019LKINW_FF,2019,6,26,2019,6,26,2019,6,27,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Carassius sp.,ギンブナ,18.0,0.2,,St.1-2
MOT-LK-INWFFSLWW0000017,INW,猪苗代湖,mem2019LKINW_FF,2019,6,26,2019,6,26,2019,6,27,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Carassius sp.,ギンブナ,20.0,0.2,,St.1-2
MOT-LK-INWFFSLWW0000018,INW,猪苗代湖,mem2019LKINW_FF,2019,6,26,2019,6,26,2019,6,27,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Carassius sp.,ギンブナ,25.0,0.2,,St.1-2
MOT-LK-INWFFSLWW0000019,INW,猪苗代湖,mem2019LKINW_FF,2019,6,26,2019,6,26,2019,6,27,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Pseudaspius hakonensis ,ウグイ,71.0,4.5,,St.1-2
MOT-LK-INWFFSLWW0000020,INW,猪苗代湖,mem2019LKINW_FF,2019,6,26,2019,6,26,2019,6,27,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Pseudaspius hakonensis ,ウグイ,71.0,5.7,,St.1-2
MOT-LK-INWFFSLWW0000021,INW,猪苗代湖,mem2019LKINW_FF,2019,6,26,2019,6,26,2019,6,27,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Pseudaspius hakonensis ,ウグイ,63.0,3.3,,St.1-2
MOT-LK-INWFFSLWW0000022,INW,猪苗代湖,mem2019LKINW_FF,2019,6,26,2019,6,26,2019,6,27,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Pseudaspius hakonensis ,ウグイ,73.0,4.8,,St.1-2
MOT-LK-INWFFSLWW0000023,INW,猪苗代湖,mem2019LKINW_FF,2019,6,26,2019,6,26,2019,6,27,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Pseudaspius hakonensis ,ウグイ,75.0,5.8,,St.1-2
MOT-LK-INWFFSLWW0000024,INW,猪苗代湖,mem2019LKINW_FF,2019,6,26,2019,6,26,2019,6,27,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Pseudaspius hakonensis ,ウグイ,82.0,7.4,,St.1-2
MOT-LK-INWFFSLWW0000025,INW,猪苗代湖,mem2019LKINW_FF,2019,6,26,2019,6,26,2019,6,27,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Pseudaspius hakonensis ,ウグイ,105.0,16.5,,St.1-2
MOT-LK-INWFFSLWW0000026,INW,猪苗代湖,mem2019LKINW_FF,2019,6,26,2019,6,26,2019,6,27,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Pseudaspius hakonensis ,ウグイ,106.0,17.1,,St.1-2
MOT-LK-INWFFSLWW0000027,INW,猪苗代湖,mem2019LKINW_FF,2019,6,26,2019,6,26,2019,6,27,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Pseudogobio polystictus,スナゴカマツカ,60.0,2.3,,St.3
MOT-LK-INWFFSLWW0000028,INW,猪苗代湖,mem2019LKINW_FF,2019,6,26,2019,6,26,2019,6,27,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Pseudogobio polystictus,スナゴカマツカ,76.0,5.7,,St.3
MOT-LK-INWFFSLWW0000029,INW,猪苗代湖,mem2019LKINW_FF,2019,6,26,2019,6,26,2019,6,27,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Pseudogobio polystictus,スナゴカマツカ,59.0,3.2,,St.3
MOT-LK-INWFFSLWW0000030,INW,猪苗代湖,mem2019LKINW_FF,2019,6,26,2019,6,26,2019,6,27,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Pseudogobio polystictus,スナゴカマツカ,67.0,4.0,,St.3
MOT-LK-INWFFSLWW0000031,INW,猪苗代湖,mem2019LKINW_FF,2019,6,26,2019,6,26,2019,6,27,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Pseudogobio polystictus,スナゴカマツカ,62.0,2.9,,St.3
MOT-LK-INWFFSLWW0000032,INW,猪苗代湖,mem2019LKINW_FF,2019,6,26,2019,6,26,2019,6,27,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Pseudogobio polystictus,スナゴカマツカ,73.0,4.1,,St.3
MOT-LK-INWFFSLWW0000033,INW,猪苗代湖,mem2019LKINW_FF,2019,6,26,2019,6,26,2019,6,27,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Rhinogobius sp. OR,トウヨシノボリ類,39.0,1.2,,St.3
MOT-LK-INWFFSLWW0000034,INW,猪苗代湖,mem2019LKINW_FF,2019,6,26,2019,6,26,2019,6,27,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Rhinogobius sp. OR,トウヨシノボリ類,43.0,1.8,,St.3
MOT-LK-INWFFSLWW0000035,INW,猪苗代湖,mem2019LKINW_FF,2019,6,26,2019,6,26,2019,6,27,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Rhinogobius sp. OR,トウヨシノボリ類,46.0,1.5,,St.3
MOT-LK-INWFFSLWW0000036,INW,猪苗代湖,mem2019LKINW_FF,2019,6,26,2019,6,26,2019,6,27,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Rhinogobius sp. OR,トウヨシノボリ類,44.0,1.8,,St.3
MOT-LK-INWFFSLWW0000037,INW,猪苗代湖,mem2019LKINW_FF,2019,6,26,2019,6,26,2019,6,27,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Rhinogobius sp. OR,トウヨシノボリ類,44.0,2.0,,St.3
MOT-LK-INWFFSLWW0000038,INW,猪苗代湖,mem2019LKINW_FF,2019,6,26,2019,6,26,2019,6,27,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Rhinogobius sp. OR,トウヨシノボリ類,23.0,0.1,,St.3
MOT-LK-INWFFSLWW0000039,INW,猪苗代湖,mem2019LKINW_FF,2019,6,26,2019,6,26,2019,6,27,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Opsariichthys platypus,オイカワ,46.0,1.2,,St.3
MOT-LK-INWFFSLWW0000040,INW,猪苗代湖,mem2019LKINW_FF,2019,6,26,2019,6,26,2019,6,27,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Opsariichthys platypus,オイカワ,66.0,4.1,,St.3
MOT-LK-INWFFSLWW0000041,INW,猪苗代湖,mem2019LKINW_FF,2019,6,26,2019,6,26,2019,6,27,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Opsariichthys platypus,オイカワ,83.0,7.8,,St.3
MOT-LK-INWFFSLWW0000042,INW,猪苗代湖,mem2019LKINW_FF,2019,6,26,2019,6,26,2019,6,27,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Pseudaspius hakonensis ,ウグイ,61.0,3.7,,St.3
MOT-LK-INWFFSLWW0000043,INW,猪苗代湖,mem2019LKINW_FF,2019,6,26,2019,6,26,2019,6,27,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Pseudaspius hakonensis ,ウグイ,92.0,13.1,,St.3
MOT-LK-INWFFSLWW0000044,INW,猪苗代湖,mem2019LKINW_FF,2019,6,26,2019,6,26,2019,6,27,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Gymnogobius urotaenia,ウキゴリ,19.0,0.1,,St.3
MOT-LK-INWFFSLWW0000045,INW,猪苗代湖,mem2019LKINW_FF,2019,6,26,2019,6,26,2019,6,27,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Gymnogobius urotaenia,ウキゴリ,22.0,0.1,,St.3
MOT-LK-INWFFSLWW0000046,INW,猪苗代湖,mem2019LKINW_FF,2019,6,26,2019,6,26,2019,6,27,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,ドジョウ科,Misgurnus anguillicaudatus,ドジョウ,92.0,4.5,,St.3
MOT-LK-INWFFSLWW0000047,INW,猪苗代湖,mem2019LKINW_FF,2019,6,27,2019,6,26,2019,6,27,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Carassius sp.,ギンブナ,24.0,0.4,,St.2
MOT-LK-INWFFSLWW0000048,INW,猪苗代湖,mem2019LKINW_FF,2019,6,27,2019,6,26,2019,6,27,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Carassius sp.,ギンブナ,28.0,0.6,,St.2
MOT-LK-INWFFSLWW0000049,INW,猪苗代湖,mem2019LKINW_FF,2019,6,27,2019,6,26,2019,6,27,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Carassius sp.,ギンブナ,28.0,0.8,,St.2
MOT-LK-INWFFSLWW0000050,INW,猪苗代湖,mem2019LKINW_FF,2019,6,27,2019,6,26,2019,6,27,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Carassius sp.,ギンブナ,32.0,0.8,,St.2
MOT-LK-INWFFSLWW0000051,INW,猪苗代湖,mem2019LKINW_FF,2019,6,27,2019,6,26,2019,6,27,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Carassius sp.,ギンブナ,24.0,0.5,,St.2
MOT-LK-INWFFSLWW0000052,INW,猪苗代湖,mem2019LKINW_FF,2019,6,27,2019,6,26,2019,6,27,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Carassius sp.,ギンブナ,28.0,0.7,,St.2
MOT-LK-INWFFSLWW0000053,INW,猪苗代湖,mem2019LKINW_FF,2019,6,27,2019,6,26,2019,6,27,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Carassius sp.,ギンブナ,29.0,0.7,,St.2
MOT-LK-INWFFSLWW0000054,INW,猪苗代湖,mem2019LKINW_FF,2019,6,27,2019,6,26,2019,6,27,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Carassius sp.,ギンブナ,31.0,0.7,,St.2
MOT-LK-INWFFSLWW0000055,INW,猪苗代湖,mem2019LKINW_FF,2019,6,27,2019,6,26,2019,6,27,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Carassius sp.,ギンブナ,24.0,0.4,,St.2
MOT-LK-INWFFSLWW0000056,INW,猪苗代湖,mem2019LKINW_FF,2019,6,27,2019,6,26,2019,6,27,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Carassius sp.,ギンブナ,19.0,0.2,,St.2
MOT-LK-INWFFSLWW0000057,INW,猪苗代湖,mem2019LKINW_FF,2019,6,27,2019,6,26,2019,6,27,小型定置網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Gymnogobius urotaenia,ウキゴリ,53.0,2.3,,St.2
MOT-LK-INWFFSLWW0000058,INW,猪苗代湖,mem2019LKINW_FF,2019,6,27,2019,6,26,2019,6,27,小型定置網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Gymnogobius urotaenia,ウキゴリ,77.0,7.1,,St.2
MOT-LK-INWFFSLWW0000059,INW,猪苗代湖,mem2019LKINW_FF,2019,6,27,2019,6,26,2019,6,27,小型定置網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Rhinogobius sp. OR,トウヨシノボリ類,36.0,1.0,,St.2
MOT-LK-INWFFSLWW0000060,INW,猪苗代湖,mem2019LKINW_FF,2019,6,27,2019,6,26,2019,6,27,小型定置網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Rhinogobius sp. OR,トウヨシノボリ類,38.0,0.8,,St.2
MOT-LK-INWFFSLWW0000061,INW,猪苗代湖,mem2019LKINW_FF,2019,6,27,2019,6,26,2019,6,27,小型定置網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Rhinogobius sp. OR,トウヨシノボリ類,33.0,0.5,,St.2
MOT-LK-INWFFSLWW0000062,INW,猪苗代湖,mem2019LKINW_FF,2019,6,27,2019,6,26,2019,6,27,小型定置網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Rhinogobius sp. OR,トウヨシノボリ類,34.0,0.5,,St.2
MOT-LK-INWFFSLWW0000063,INW,猪苗代湖,mem2019LKINW_FF,2019,6,27,2019,6,26,2019,6,27,小型定置網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Rhinogobius sp. OR,トウヨシノボリ類,29.0,0.5,,St.2
MOT-LK-INWFFSLWW0000064,INW,猪苗代湖,mem2019LKINW_FF,2019,6,27,2019,6,26,2019,6,27,小型定置網,脊索動物門,硬骨魚綱,ナマズ目,ナマズ科,Silurus asotus,ナマズ,168.0,45.4,,St.2
MOT-LK-INWFFSLWW0000065,INW,猪苗代湖,mem2019LKINW_FF,2019,6,27,2019,6,26,2019,6,27,小型定置網,脊索動物門,硬骨魚綱,ナマズ目,ナマズ科,Silurus asotus,ナマズ,370.0,409.0,,St.2
MOT-LK-INWFFSLWW0000066,INW,猪苗代湖,mem2019LKINW_FF,2019,6,27,2019,6,26,2019,6,27,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Carassius sp.,ギンブナ,73.0,8.7,,St.1
MOT-LK-INWFFSLWW0000067,INW,猪苗代湖,mem2019LKINW_FF,2019,6,27,2019,6,26,2019,6,27,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Carassius sp.,ギンブナ,21.0,0.2,,St.1
MOT-LK-INWFFSLWW0000068,INW,猪苗代湖,mem2019LKINW_FF,2019,6,27,2019,6,26,2019,6,27,小型定置網,脊索動物門,硬骨魚綱,サケ目,キュウリウオ科,Hypomesus nipponensis,ワカサギ,75.0,3.8,,St.1
MOT-LK-INWFFSLWW0000069,INW,猪苗代湖,mem2019LKINW_FF,2019,6,27,2019,6,26,2019,6,27,小型定置網,脊索動物門,硬骨魚綱,サケ目,キュウリウオ科,Hypomesus nipponensis,ワカサギ,54.0,1.4,,St.1
MOT-LK-INWFFSLWW0000070,INW,猪苗代湖,mem2019LKINW_FF,2019,6,27,2019,6,26,2019,6,27,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Gnathopogon elongatus elongatus,タモロコ,49.0,2.2,,St.1
MOT-LK-INWFFSLWW0000071,INW,猪苗代湖,mem2019LKINW_FF,2019,6,27,2019,6,26,2019,6,27,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Gnathopogon elongatus elongatus,タモロコ,52.0,3.3,,St.1
MOT-LK-INWFFSLWW0000072,INW,猪苗代湖,mem2019LKINW_FF,2019,6,27,2019,6,26,2019,6,27,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Gnathopogon elongatus elongatus,タモロコ,58.0,3.6,,St.1
MOT-LK-INWFFSLWW0000073,INW,猪苗代湖,mem2019LKINW_FF,2019,6,27,2019,6,26,2019,6,27,小型定置網,脊索動物門,硬骨魚綱,コイ目,コイ科,Pseudorasbora parva,モツゴ,44.0,1.4,,St.1
MOT-LK-INWFFSLWW0000074,INW,猪苗代湖,mem2019LKINW_FF,2019,9,30,2019,9,30,2019,10,1,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Pseudaspius hakonensis ,ウグイ,47.0,1.5,,St.1-2
MOT-LK-INWFFSLWW0000075,INW,猪苗代湖,mem2019LKINW_FF,2019,9,30,2019,9,30,2019,10,1,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Pseudaspius hakonensis ,ウグイ,45.0,1.4,,St.1-2
MOT-LK-INWFFSLWW0000076,INW,猪苗代湖,mem2019LKINW_FF,2019,9,30,2019,9,30,2019,10,1,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Pseudaspius hakonensis ,ウグイ,41.0,1.1,,St.1-2
MOT-LK-INWFFSLWW0000077,INW,猪苗代湖,mem2019LKINW_FF,2019,9,30,2019,9,30,2019,10,1,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Pseudaspius hakonensis ,ウグイ,50.0,1.5,,St.1-2
MOT-LK-INWFFSLWW0000078,INW,猪苗代湖,mem2019LKINW_FF,2019,9,30,2019,9,30,2019,10,1,タモ網・投網,脊索動物門,硬骨魚綱,サケ目,キュウリウオ科,Hypomesus nipponensis,ワカサギ,54.0,1.6,,St.1-2
MOT-LK-INWFFSLWW0000079,INW,猪苗代湖,mem2019LKINW_FF,2019,9,30,2019,9,30,2019,10,1,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Carassius sp.,ギンブナ,53.0,4.3,,St.1-2
MOT-LK-INWFFSLWW0000080,INW,猪苗代湖,mem2019LKINW_FF,2019,9,30,2019,9,30,2019,10,1,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Acheilognathus tabira tohokuensis,キタノアカヒレタビラ,37.0,1.1,,St.1-2
MOT-LK-INWFFSLWW0000081,INW,猪苗代湖,mem2019LKINW_FF,2019,9,30,2019,9,30,2019,10,1,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Tanakia lanceolata,ヤリタナゴ,43.0,1.5,,St.1-2
MOT-LK-INWFFSLWW0000082,INW,猪苗代湖,mem2019LKINW_FF,2019,9,30,2019,9,30,2019,10,1,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Gnathopogon elongatus elongatus,タモロコ,49.0,1.8,,St.1-2
MOT-LK-INWFFSLWW0000083,INW,猪苗代湖,mem2019LKINW_FF,2019,9,30,2019,9,30,2019,10,1,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Gymnogobius urotaenia,ウキゴリ,57.0,2.8,,St.1-2
MOT-LK-INWFFSLWW0000084,INW,猪苗代湖,mem2019LKINW_FF,2019,9,30,2019,9,30,2019,10,1,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Rhinogobius sp. OR,トウヨシノボリ類,28.0,0.4,,St.1-2
MOT-LK-INWFFSLWW0000085,INW,猪苗代湖,mem2019LKINW_FF,2019,9,30,2019,9,30,2019,10,1,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Rhinogobius sp. OR,トウヨシノボリ類,27.0,0.3,,St.1-2
MOT-LK-INWFFSLWW0000086,INW,猪苗代湖,mem2019LKINW_FF,2019,9,30,2019,9,30,2019,10,1,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Rhinogobius sp. OR,トウヨシノボリ類,33.0,0.5,,St.1-2
MOT-LK-INWFFSLWW0000087,INW,猪苗代湖,mem2019LKINW_FF,2019,9,30,2019,9,30,2019,10,1,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Rhinogobius sp. OR,トウヨシノボリ類,27.0,0.3,,St.1-2
MOT-LK-INWFFSLWW0000088,INW,猪苗代湖,mem2019LKINW_FF,2019,9,30,2019,9,30,2019,10,1,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Rhinogobius sp. OR,トウヨシノボリ類,21.0,0.2,,St.1-2
MOT-LK-INWFFSLWW0000089,INW,猪苗代湖,mem2019LKINW_FF,2019,9,30,2019,9,30,2019,10,1,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Rhinogobius sp. OR,トウヨシノボリ類,26.0,0.3,,St.1-2
MOT-LK-INWFFSLWW0000090,INW,猪苗代湖,mem2019LKINW_FF,2019,9,30,2019,9,30,2019,10,1,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,ドジョウ科,Misgurnus anguillicaudatus,ドジョウ,34.0,0.2,,St.1-2
MOT-LK-INWFFSLWW0000091,INW,猪苗代湖,mem2019LKINW_FF,2019,9,30,2019,9,30,2019,10,1,タモ網・投網,脊索動物門,硬骨魚綱,サケ目,キュウリウオ科,Hypomesus nipponensis,ワカサギ,53.0,1.5,,St.3
MOT-LK-INWFFSLWW0000092,INW,猪苗代湖,mem2019LKINW_FF,2019,9,30,2019,9,30,2019,10,1,タモ網・投網,脊索動物門,硬骨魚綱,サケ目,キュウリウオ科,Hypomesus nipponensis,ワカサギ,58.0,1.8,,St.3
MOT-LK-INWFFSLWW0000093,INW,猪苗代湖,mem2019LKINW_FF,2019,9,30,2019,9,30,2019,10,1,タモ網・投網,脊索動物門,硬骨魚綱,サケ目,キュウリウオ科,Hypomesus nipponensis,ワカサギ,66.0,2.8,,St.3
MOT-LK-INWFFSLWW0000094,INW,猪苗代湖,mem2019LKINW_FF,2019,9,30,2019,9,30,2019,10,1,タモ網・投網,脊索動物門,硬骨魚綱,サケ目,キュウリウオ科,Hypomesus nipponensis,ワカサギ,95.0,8.9,,St.3
MOT-LK-INWFFSLWW0000095,INW,猪苗代湖,mem2019LKINW_FF,2019,9,30,2019,9,30,2019,10,1,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Gymnogobius urotaenia,ウキゴリ,49.0,1.5,,St.3
MOT-LK-INWFFSLWW0000096,INW,猪苗代湖,mem2019LKINW_FF,2019,9,30,2019,9,30,2019,10,1,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Gymnogobius urotaenia,ウキゴリ,45.0,1.3,,St.3
MOT-LK-INWFFSLWW0000097,INW,猪苗代湖,mem2019LKINW_FF,2019,9,30,2019,9,30,2019,10,1,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Gymnogobius urotaenia,ウキゴリ,46.0,1.4,,St.3
MOT-LK-INWFFSLWW0000098,INW,猪苗代湖,mem2019LKINW_FF,2019,9,30,2019,9,30,2019,10,1,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Gymnogobius urotaenia,ウキゴリ,51.0,1.9,,St.3
MOT-LK-INWFFSLWW0000099,INW,猪苗代湖,mem2019LKINW_FF,2019,9,30,2019,9,30,2019,10,1,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Gymnogobius urotaenia,ウキゴリ,45.0,1.1,,St.3
MOT-LK-INWFFSLWW0000100,INW,猪苗代湖,mem2019LKINW_FF,2019,9,30,2019,9,30,2019,10,1,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Gymnogobius urotaenia,ウキゴリ,71.0,5.9,,St.3
MOT-LK-INWFFSLWW0000101,INW,猪苗代湖,mem2019LKINW_FF,2019,9,30,2019,9,30,2019,10,1,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Rhinogobius sp. OR,トウヨシノボリ類,20.0,0.1,,St.3
MOT-LK-INWFFSLWW0000102,INW,猪苗代湖,mem2019LKINW_FF,2019,9,30,2019,9,30,2019,10,1,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Rhinogobius sp. OR,トウヨシノボリ類,26.0,0.2,,St.3
