catalog_number,site_code,site_name,investigator_id,year_collected,month_collected,day_collected,start_year_collected,start_month_collected,start_day_collected,end_year_collected,end_month_collected,end_day_collected,sampling_method,phylum,class,order,family,scientific_name,japanese_name,standard_length,wet_weight,sex,remarks
MOT-LK-BYBFFSLWW0000508,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,サンフィッシュ科,Lepomis macrochirus macrochirus,ブルーギル,31.0,0.9,,St.5
MOT-LK-BYBFFSLWW0000509,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,サンフィッシュ科,Lepomis macrochirus macrochirus,ブルーギル,37.0,1.4,,St.5
MOT-LK-BYBFFSLWW0000510,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Rhinogobius sp. OR,トウヨシノボリ類,31.0,0.3,,St.5
MOT-LK-BYBFFSLWW0000511,BYB,屏風山湖沼群,mem2019LKBYB_FF,2019,9,22,2019,9,21,2019,9,22,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Rhinogobius sp. OR,トウヨシノボリ類,36.0,1.0,,St.5
MOT-LK-CNZFFSLWW0000001,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Opsariichthys platypus,オイカワ,113.0,26.0,,max
MOT-LK-CNZFFSLWW0000002,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Opsariichthys platypus,オイカワ,14.0,0.1,,min
MOT-LK-CNZFFSLWW0000003,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Opsariichthys platypus,オイカワ,79.0,10.0,,
MOT-LK-CNZFFSLWW0000004,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Opsariichthys platypus,オイカワ,63.0,4.0,,
MOT-LK-CNZFFSLWW0000005,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Opsariichthys platypus,オイカワ,58.0,3.0,,
MOT-LK-CNZFFSLWW0000006,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Opsariichthys platypus,オイカワ,46.0,2.0,,
MOT-LK-CNZFFSLWW0000007,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Opsariichthys platypus,オイカワ,76.0,7.0,,
MOT-LK-CNZFFSLWW0000008,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Opsariichthys platypus,オイカワ,56.0,3.0,,
MOT-LK-CNZFFSLWW0000009,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Opsariichthys platypus,オイカワ,43.0,2.0,,
MOT-LK-CNZFFSLWW0000010,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Opsariichthys platypus,オイカワ,97.0,17.0,,
MOT-LK-CNZFFSLWW0000011,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Opsariichthys platypus,オイカワ,104.0,20.0,,
MOT-LK-CNZFFSLWW0000012,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Opsariichthys platypus,オイカワ,42.0,1.0,,
MOT-LK-CNZFFSLWW0000013,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Opsariichthys platypus,オイカワ,43.0,1.0,,
MOT-LK-CNZFFSLWW0000014,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Opsariichthys platypus,オイカワ,45.0,2.0,,
MOT-LK-CNZFFSLWW0000015,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Opsariichthys platypus,オイカワ,43.0,1.6,,
MOT-LK-CNZFFSLWW0000016,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Opsariichthys platypus,オイカワ,44.0,1.8,,
MOT-LK-CNZFFSLWW0000017,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Opsariichthys platypus,オイカワ,44.0,1.5,,
MOT-LK-CNZFFSLWW0000018,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Opsariichthys platypus,オイカワ,42.0,1.2,,
MOT-LK-CNZFFSLWW0000019,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Opsariichthys platypus,オイカワ,40.0,1.2,,
MOT-LK-CNZFFSLWW0000020,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Opsariichthys platypus,オイカワ,42.0,1.8,,
MOT-LK-CNZFFSLWW0000021,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Opsariichthys platypus,オイカワ,22.0,0.4,,
MOT-LK-CNZFFSLWW0000022,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Opsariichthys platypus,オイカワ,23.0,0.3,,
MOT-LK-CNZFFSLWW0000023,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Opsariichthys platypus,オイカワ,42.0,1.2,,
MOT-LK-CNZFFSLWW0000024,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Opsariichthys platypus,オイカワ,48.0,1.9,,
MOT-LK-CNZFFSLWW0000025,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Opsariichthys platypus,オイカワ,30.0,0.8,,
MOT-LK-CNZFFSLWW0000026,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,サンフィッシュ科,Micropterus salmoides,オオクチバス,257.0,388.0,,max
MOT-LK-CNZFFSLWW0000027,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,サンフィッシュ科,Micropterus salmoides,オオクチバス,74.0,10.0,,min
MOT-LK-CNZFFSLWW0000028,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,サンフィッシュ科,Lepomis macrochirus macrochirus,ブルーギル,147.0,111.0,,max
MOT-LK-CNZFFSLWW0000029,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,サンフィッシュ科,Lepomis macrochirus macrochirus,ブルーギル,24.0,0.6,,min
MOT-LK-CNZFFSLWW0000030,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,サンフィッシュ科,Lepomis macrochirus macrochirus,ブルーギル,147.0,116.0,,
MOT-LK-CNZFFSLWW0000031,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,サンフィッシュ科,Lepomis macrochirus macrochirus,ブルーギル,122.0,67.0,,
MOT-LK-CNZFFSLWW0000032,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,サンフィッシュ科,Lepomis macrochirus macrochirus,ブルーギル,110.0,55.0,,
MOT-LK-CNZFFSLWW0000033,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,サンフィッシュ科,Lepomis macrochirus macrochirus,ブルーギル,87.0,22.0,,
MOT-LK-CNZFFSLWW0000034,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,サンフィッシュ科,Lepomis macrochirus macrochirus,ブルーギル,63.0,8.0,,
MOT-LK-CNZFFSLWW0000035,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,サンフィッシュ科,Lepomis macrochirus macrochirus,ブルーギル,66.0,9.0,,
MOT-LK-CNZFFSLWW0000036,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,サンフィッシュ科,Lepomis macrochirus macrochirus,ブルーギル,106.0,48.0,,
MOT-LK-CNZFFSLWW0000037,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,サンフィッシュ科,Lepomis macrochirus macrochirus,ブルーギル,81.0,19.0,,
MOT-LK-CNZFFSLWW0000038,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,サンフィッシュ科,Lepomis macrochirus macrochirus,ブルーギル,72.0,14.0,,
MOT-LK-CNZFFSLWW0000039,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,サンフィッシュ科,Lepomis macrochirus macrochirus,ブルーギル,45.0,3.0,,
MOT-LK-CNZFFSLWW0000040,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,サンフィッシュ科,Lepomis macrochirus macrochirus,ブルーギル,120.0,74.0,,
MOT-LK-CNZFFSLWW0000041,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,サンフィッシュ科,Lepomis macrochirus macrochirus,ブルーギル,117.0,68.0,,
MOT-LK-CNZFFSLWW0000042,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,サンフィッシュ科,Lepomis macrochirus macrochirus,ブルーギル,110.0,56.0,,
MOT-LK-CNZFFSLWW0000043,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,サンフィッシュ科,Lepomis macrochirus macrochirus,ブルーギル,95.0,34.0,,
MOT-LK-CNZFFSLWW0000044,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,サンフィッシュ科,Lepomis macrochirus macrochirus,ブルーギル,80.0,18.0,,
MOT-LK-CNZFFSLWW0000045,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,サンフィッシュ科,Lepomis macrochirus macrochirus,ブルーギル,85.0,22.0,,
MOT-LK-CNZFFSLWW0000046,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,サンフィッシュ科,Lepomis macrochirus macrochirus,ブルーギル,115.0,62.0,,
MOT-LK-CNZFFSLWW0000047,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,サンフィッシュ科,Lepomis macrochirus macrochirus,ブルーギル,117.0,62.0,,
MOT-LK-CNZFFSLWW0000048,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,サンフィッシュ科,Lepomis macrochirus macrochirus,ブルーギル,63.0,10.0,,
MOT-LK-CNZFFSLWW0000049,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Tridentiger brevispinis,ヌマチチブ,53.0,3.0,,
MOT-LK-CNZFFSLWW0000050,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Tridentiger brevispinis,ヌマチチブ,36.0,1.2,,
MOT-LK-CNZFFSLWW0000051,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Tridentiger brevispinis,ヌマチチブ,35.0,1.1,,
MOT-LK-CNZFFSLWW0000052,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Tridentiger brevispinis,ヌマチチブ,39.0,1.1,,
MOT-LK-CNZFFSLWW0000053,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Tridentiger brevispinis,ヌマチチブ,57.0,2.7,,
MOT-LK-CNZFFSLWW0000054,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Tridentiger brevispinis,ヌマチチブ,39.0,1.2,,
MOT-LK-CNZFFSLWW0000055,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Tridentiger brevispinis,ヌマチチブ,41.0,1.3,,
MOT-LK-CNZFFSLWW0000056,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Biwia zezera,ゼゼラ,44.0,1.4,,
MOT-LK-CNZFFSLWW0000057,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Biwia zezera,ゼゼラ,55.0,2.2,,
MOT-LK-CNZFFSLWW0000058,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Biwia zezera,ゼゼラ,34.0,0.5,,
MOT-LK-CNZFFSLWW0000059,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Biwia zezera,ゼゼラ,29.0,0.2,,
MOT-LK-CNZFFSLWW0000060,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Biwia zezera,ゼゼラ,36.0,0.7,,
MOT-LK-CNZFFSLWW0000061,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Biwia zezera,ゼゼラ,31.0,0.4,,
MOT-LK-CNZFFSLWW0000062,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Biwia zezera,ゼゼラ,32.0,0.5,,
MOT-LK-CNZFFSLWW0000063,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Rhinogobius sp. OM,オウミヨシノボリ,44.0,1.6,,
MOT-LK-CNZFFSLWW0000064,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Rhinogobius sp. OR,トウヨシノボリ,43.0,1.2,,
MOT-LK-CNZFFSLWW0000065,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Rhinogobius sp. OR,トウヨシノボリ,47.0,1.7,,
MOT-LK-CNZFFSLWW0000066,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Rhinogobius sp. OR,トウヨシノボリ,42.0,1.3,,
MOT-LK-CNZFFSLWW0000067,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Rhinogobius sp. OR,トウヨシノボリ,38.0,0.9,,
MOT-LK-CNZFFSLWW0000068,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Rhinogobius sp. OR,トウヨシノボリ,45.0,1.2,,
MOT-LK-CNZFFSLWW0000069,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Rhinogobius sp. OR,トウヨシノボリ,41.0,0.9,,
MOT-LK-CNZFFSLWW0000070,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Rhinogobius sp. OR,トウヨシノボリ,39.0,0.6,,
MOT-LK-CNZFFSLWW0000071,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Rhinogobius sp. OR,トウヨシノボリ,37.0,0.9,,
MOT-LK-CNZFFSLWW0000072,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Rhinogobius sp. OR,トウヨシノボリ,42.0,1.0,,
MOT-LK-CNZFFSLWW0000073,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Rhinogobius sp. OR,トウヨシノボリ,39.0,0.8,,
MOT-LK-CNZFFSLWW0000074,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Rhinogobius sp. OR,トウヨシノボリ,41.0,0.9,,
MOT-LK-CNZFFSLWW0000075,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Rhinogobius sp. OR,トウヨシノボリ,43.0,0.8,,
MOT-LK-CNZFFSLWW0000076,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Rhinogobius sp. OR,トウヨシノボリ,37.0,0.8,,
MOT-LK-CNZFFSLWW0000077,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Rhinogobius sp. OR,トウヨシノボリ,24.0,0.1,,
MOT-LK-CNZFFSLWW0000078,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Rhinogobius sp. OR,トウヨシノボリ,26.0,0.2,,
MOT-LK-CNZFFSLWW0000079,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Rhinogobius sp. OR,トウヨシノボリ,28.0,0.3,,
MOT-LK-CNZFFSLWW0000080,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Rhinogobius sp. OR,トウヨシノボリ,39.0,0.6,,
MOT-LK-CNZFFSLWW0000081,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Rhinogobius sp. OR,トウヨシノボリ,34.0,0.6,,
MOT-LK-CNZFFSLWW0000082,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Rhinogobius sp. OR,トウヨシノボリ,33.0,0.5,,
MOT-LK-CNZFFSLWW0000083,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Rhinogobius sp. OR,トウヨシノボリ,24.0,0.2,,
MOT-LK-CNZFFSLWW0000084,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Opsariichthys uncirostris uncirostris,ハス,76.0,4.9,,
MOT-LK-CNZFFSLWW0000085,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Opsariichthys uncirostris uncirostris,ハス,142.0,37.0,,
MOT-LK-CNZFFSLWW0000086,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,ダツ目,メダカ科,Oryzias latipes,ミナミメダカ,22.0,0.2,,
MOT-LK-CNZFFSLWW0000087,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,ダツ目,メダカ科,Oryzias latipes,ミナミメダカ,17.0,0.1,,
MOT-LK-CNZFFSLWW0000088,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,ダツ目,メダカ科,Oryzias latipes,ミナミメダカ,18.0,0.1,,
MOT-LK-CNZFFSLWW0000089,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Squalidus chankaensis tsuchigae,コウライモロコ,74.0,5.3,,
MOT-LK-CNZFFSLWW0000090,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Squalidus chankaensis tsuchigae,コウライモロコ,76.0,5.7,,
MOT-LK-CNZFFSLWW0000091,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Squalidus chankaensis tsuchigae,コウライモロコ,61.0,2.9,,
MOT-LK-CNZFFSLWW0000092,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Squalidus chankaensis tsuchigae,コウライモロコ,59.0,2.4,,
MOT-LK-CNZFFSLWW0000093,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Squalidus chankaensis tsuchigae,コウライモロコ,59.0,2.3,,
MOT-LK-CNZFFSLWW0000094,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Squalidus chankaensis tsuchigae,コウライモロコ,58.0,2.7,,
MOT-LK-CNZFFSLWW0000095,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Squalidus chankaensis tsuchigae,コウライモロコ,52.0,1.9,,
MOT-LK-CNZFFSLWW0000096,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Squalidus chankaensis tsuchigae,コウライモロコ,61.0,3.2,,
MOT-LK-CNZFFSLWW0000097,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Squalidus chankaensis tsuchigae,コウライモロコ,60.0,2.8,,
MOT-LK-CNZFFSLWW0000098,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Squalidus chankaensis tsuchigae,コウライモロコ,54.0,2.1,,
MOT-LK-CNZFFSLWW0000099,CNZ,鎮西湖,mem2016LKCNZ_FF,2016,7,11,2016,7,11,2016,7,11,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Squalidus gracilis gracilis,イトモロコ,56.0,2.3,,
